Firmennummer	Kundennummer	Artikelnummer	Auftragsnummer	Datum	Menge	Verkaufsumsatz	Einkaufsumsatz
944	14963	29354	59427	20240617	1.0	133.98	70.41
373	44687	29354	13441	20240617	1.0	145.39	70.41
712	9155	29354	14592	20240617	2.0	302.3	140.82
944	45473	29354	18616	20240617	30.0	4042.44	2112.24
243	78246	29354	69557	20240617	1.0	138.14	70.41
944	10642	29354	35404	20240617	1.0	133.98	70.41
650	93731	29354	38105	20240617	1.0	147.6	70.41
903	6393	29354	80366	20240617	1.0	151.15	70.41
903	6393	29354	98560	20240617	1.0	151.15	70.41
848	58126	29354	19675	20240617	1.0	146.81	70.41
511	38062	29354	66194	20240617	1.0	145.39	70.41
944	14963	29354	23162	20240617	1.0	133.98	70.41
992	36926	29354	99814	20240617	1.0	136.61	70.41
196	50056	29354	28129	20240617	3.0	448.92	211.22
115	98739	29354	48241	20240617	1.0	150.0	70.41
903	86911	29354	58366	20240617	2.0	213.6	140.82
196	29877	29354	12168	20240617	1.0	130.8	70.41
705	70151	29354	25421	20240618	1.0	146.72	70.41
243	11823	29354	82751	20240618	1.0	151.15	70.41
944	10642	29354	17637	20240618	1.0	133.98	70.41
944	14963	29354	49544	20240618	1.0	133.98	70.41
944	10642	29354	91496	20240618	1.0	133.98	70.41
944	10642	29354	95310	20240618	1.0	133.98	70.41
705	70151	29354	96180	20240618	1.0	146.72	70.41
650	38116	29354	40378	20240618	1.0	147.6	70.41
951	48878	29354	52638	20240618	2.0	309.96	140.82
103	94376	29354	55755	20240618	4.0	598.56	281.63
511	41168	29354	57919	20240618	10.0	1476.0	704.08
848	12445	29354	68517	20240618	2.0	268.8	140.82
705	27907	29354	32265	20240618	2.0	293.45	140.82
822	29897	29354	26714	20240618	1.0	150.49	70.41
848	97129	29354	88119	20240618	1.0	146.36	70.41
115	85100	29354	91717	20240618	1.0	150.0	70.41
822	17162	29354	79182	20240618	1.0	150.49	70.41
593	72929	29354	20420	20240618	1.0	151.15	70.41
115	45064	29354	66416	20240619	2.0	302.3	140.82
927	45994	29354	41246	20240619	2.0	275.23	140.82
944	14963	29354	1652	20240619	1.0	133.98	70.41
944	14963	29354	74355	20240619	1.0	133.98	70.41
797	78755	29354	57518	20240619	1.0	151.15	70.41
951	19795	29354	66713	20240619	3.0	436.18	211.22
944	10642	29354	17370	20240619	1.0	133.98	70.41
944	10642	29354	24680	20240619	1.0	133.98	70.41
944	10642	29354	92174	20240619	1.0	133.98	70.41
944	10642	29354	10977	20240619	3.0	401.94	211.22
889	39707	29354	73333	20240619	5.0	692.64	352.04
508	67285	29354	44808	20240619	1.0	145.39	70.41
712	54536	29354	67263	20240619	1.0	151.15	70.41
511	26617	29354	32626	20240619	1.0	143.21	70.41
927	33270	29354	40626	20240619	1.0	132.06	70.41
373	72256	29354	28140	20240619	3.0	464.4	211.22
511	47957	29354	79209	20240619	1.0	147.6	70.41
593	886	29354	17962	20240619	1.0	151.15	70.41
903	34119	29354	60820	20240619	1.0	151.15	70.41
593	886	29354	55876	20240619	1.0	147.37	70.41
196	8934	29354	73889	20240619	1.0	151.15	70.41
797	78755	29354	54626	20240620	1.0	151.15	70.41
944	14963	29354	50339	20240620	1.0	133.98	70.41
373	72256	29354	59660	20240620	1.0	154.8	70.41
944	10642	29354	18501	20240620	1.0	133.98	70.41
650	73313	29354	24793	20240620	1.0	147.6	70.41
944	10642	29354	25147	20240620	2.0	267.96	140.82
29	19023	29354	20687	20240620	1.0	149.64	70.41
650	78899	29354	24139	20240620	5.0	738.0	352.04
705	35732	29354	44741	20240620	3.0	440.17	211.22
511	26617	29354	41075	20240620	1.0	143.21	70.41
373	75894	29354	1537	20240620	1.0	143.21	70.41
914	97978	29354	28210	20240620	5.0	755.76	352.04
196	79719	29354	84600	20240621	1.0	162.56	70.41
29	19023	29354	17356	20240621	5.0	748.2	352.04
763	61058	29354	97752	20240621	10.0	1432.08	704.08
944	14963	29354	80297	20240621	2.0	267.96	140.82
944	10642	29354	59070	20240621	1.0	133.98	70.41
142	95839	29354	89007	20240621	1.0	148.13	70.41
992	36926	29354	64589	20240621	1.0	136.61	70.41
914	39976	29354	68056	20240621	1.0	149.64	70.41
115	83106	29354	80421	20240623	1.0	151.15	70.41
115	83106	29354	47668	20240623	1.0	151.15	70.41
373	12630	29354	25605	20240623	1.0	147.6	70.41
922	68192	29354	81747	20240624	1.0	143.21	70.41
944	10642	29354	24532	20240624	1.0	133.98	70.41
196	9574	29354	90092	20240624	1.0	130.8	70.41
944	10642	29354	5106	20240624	1.0	133.98	70.41
243	91811	29354	98064	20240624	1.0	151.15	70.41
944	14963	29354	51231	20240624	1.0	133.98	70.41
142	84055	29354	62341	20240624	2.0	302.3	140.82
243	84509	29354	9066	20240624	1.0	151.15	70.41
944	14963	29354	3903	20240624	1.0	133.98	70.41
650	55894	29354	58212	20240624	1.0	147.6	70.41
196	3668	29354	91001	20240624	1.0	151.15	70.41
922	54896	29354	80104	20240624	1.0	142.49	70.41
142	25788	29354	52537	20240624	1.0	151.15	70.41
503	77930	29354	40816	20240624	1.0	133.8	70.41
944	14963	29354	61773	20240624	1.0	133.98	70.41
103	91456	29354	53663	20240624	1.0	149.64	70.41
848	48299	29354	34575	20240624	1.0	146.36	70.41
903	1500	29354	46314	20240624	1.0	151.15	70.41
196	8863	29354	74767	20240624	2.0	302.3	140.82
115	45064	29354	79197	20240625	2.0	302.3	140.82
511	64832	29354	29502	20240625	1.0	145.39	70.41
822	63712	29354	15582	20240625	1.0	150.49	70.41
414	18028	29354	70669	20240625	1.0	147.6	70.41
944	10642	29354	14345	20240625	1.0	133.98	70.41
511	89873	29354	7626	20240625	1.0	145.39	70.41
927	45994	29354	18439	20240625	1.0	142.1	70.41
511	14468	29354	72816	20240625	1.0	145.39	70.41
922	49906	29354	75195	20240625	1.0	147.6	70.41
115	89505	29354	81560	20240625	1.0	150.0	70.41
115	89505	29354	50465	20240625	1.0	150.0	70.41
212	76540	29354	33605	20240625	1.0	145.39	70.41
373	67854	29354	1548	20240625	1.0	147.6	70.41
705	27907	29354	27111	20240625	2.0	293.45	140.82
115	47508	29354	77491	20240625	2.0	302.3	140.82
914	69826	29354	84670	20240625	1.0	145.15	70.41
914	39976	29354	5741	20240625	1.0	149.64	70.41
409	82088	29354	89795	20240626	1.0	0.0	0.0
848	56177	29354	10056	20240626	1.0	145.91	70.41
944	10642	29354	15581	20240626	1.0	133.98	70.41
944	14963	29354	24095	20240626	1.0	133.98	70.41
914	39976	29354	97055	20240626	1.0	151.15	70.41
409	51909	29354	46832	20240626	1.0	128.39	70.41
944	14963	29354	70547	20240626	1.0	133.98	70.41
373	7006	29354	37160	20240626	1.0	147.6	70.41
243	88110	29354	60623	20240626	1.0	151.15	70.41
822	47233	29354	23249	20240626	1.0	150.49	70.41
338	16921	29354	80600	20240626	1.0	142.8	70.41
243	6509	29354	88130	20240626	1.0	151.15	70.41
992	88037	29354	36224	20240626	5.0	748.2	352.04
903	57416	29354	19631	20240626	1.0	151.15	70.41
29	19023	29354	66133	20240627	1.0	149.64	70.41
243	62032	29354	92409	20240627	1.0	156.0	70.41
944	10642	29354	39124	20240627	1.0	133.98	70.41
511	36753	29354	66177	20240627	1.0	145.39	70.41
944	10642	29354	93734	20240627	1.0	133.98	70.41
903	78858	29354	22521	20240627	1.0	151.15	70.41
142	95839	29354	23995	20240627	1.0	148.13	70.41
763	44364	29354	80163	20240627	1.0	154.98	70.41
705	82914	29354	44216	20240627	5.0	711.61	352.04
951	45503	29354	1650	20240627	1.0	147.6	70.41
508	4472	29354	59195	20240627	1.0	147.6	70.41
705	4061	29354	2103	20240627	1.0	146.72	70.41
944	14963	29354	25133	20240628	1.0	133.98	70.41
115	19637	29354	64791	20240628	1.0	150.0	70.41
903	26295	29354	3414	20240628	1.0	151.15	70.41
944	10642	29354	17980	20240628	1.0	133.98	70.41
903	34223	29354	32323	20240628	1.0	151.15	70.41
944	10642	29354	95821	20240628	2.0	267.96	140.82
804	47515	29354	17112	20240628	1.0	151.15	70.41
804	47515	29354	9408	20240628	1.0	151.15	70.41
804	47515	29354	80772	20240628	1.0	151.15	70.41
115	47508	29354	2752	20240628	2.0	302.3	140.82
511	20001	29354	96514	20240630	1.0	147.6	70.41
414	92073	29354	60036	20240630	1.0	146.12	70.41
212	72360	29354	12935	20240630	1.0	154.98	70.41
914	39976	29354	8068	20240630	1.0	149.64	70.41
944	10642	29354	59249	20240701	2.0	267.96	140.82
944	10642	29354	66401	20240701	1.0	133.98	70.41
944	14963	29354	1542	20240701	2.0	267.96	140.82
848	37033	29354	91218	20240701	1.0	171.5	70.41
103	34578	29354	93223	20240701	1.0	151.15	70.41
922	81968	29354	9734	20240701	1.0	145.39	70.41
511	72500	29354	20358	20240701	1.0	145.39	70.41
115	42767	29354	18352	20240701	4.0	598.56	281.63
196	10923	29354	97239	20240701	1.0	151.15	70.41
944	10642	29354	31935	20240701	1.0	133.98	70.41
927	45994	29354	8506	20240701	1.0	142.1	70.41
511	94294	29354	1877	20240701	5.0	726.96	352.04
944	14963	29354	28622	20240701	2.0	267.96	140.82
373	64134	29354	38163	20240701	1.0	147.6	70.41
903	30099	29354	64513	20240701	1.0	151.15	70.41
373	75894	29354	43982	20240701	1.0	143.21	70.41
650	19603	29354	50090	20240701	1.0	143.94	70.41
115	33892	29354	77140	20240701	1.0	149.64	70.41
196	1252	29354	89686	20240702	1.0	151.15	70.41
338	6047	29354	30419	20240702	4.0	604.61	281.63
922	8424	29354	71686	20240702	1.0	143.21	70.41
944	14963	29354	23453	20240702	1.0	133.98	70.41
593	74515	29354	36240	20240702	1.0	151.15	70.41
944	10642	29354	88756	20240702	3.0	401.94	211.22
903	26295	29354	2083	20240702	1.0	151.15	70.41
650	31881	29354	34067	20240702	1.0	145.39	70.41
992	60128	29354	50282	20240702	1.0	127.19	70.41
142	84055	29354	82757	20240702	5.0	755.76	352.04
922	58832	29354	31847	20240702	1.0	143.21	70.41
103	94376	29354	51858	20240702	1.0	149.64	70.41
650	73313	29354	18745	20240702	1.0	142.8	70.41
822	47233	29354	38310	20240702	1.0	150.49	70.41
196	19863	29354	94740	20240703	1.0	151.15	70.41
848	97173	29354	56863	20240703	3.0	440.42	211.22
944	45473	29354	16894	20240703	26.0	3503.45	1830.61
196	84357	29354	35427	20240703	1.0	151.15	70.41
373	44670	29354	9153	20240703	1.0	163.2	70.41
944	10642	29354	79618	20240703	1.0	133.98	70.41
373	64773	29354	54772	20240703	3.0	436.18	211.22
593	74515	29354	43700	20240703	1.0	151.15	70.41
115	45064	29354	1347	20240703	1.0	151.15	70.41
115	72606	29354	76375	20240703	1.0	150.0	70.41
212	24324	29354	17919	20240703	1.0	145.39	70.41
373	47358	29354	79722	20240703	1.0	145.39	70.41
848	48299	29354	93438	20240703	1.0	146.36	70.41
705	4061	29354	3278	20240703	2.0	290.78	140.82
196	24985	29354	89355	20240703	1.0	146.62	70.41
903	49699	29354	86580	20240703	1.0	151.15	70.41
103	54739	29354	85427	20240704	1.0	149.64	70.41
511	1754	29354	17736	20240704	1.0	145.39	70.41
944	14963	29354	50673	20240704	5.0	669.9	352.04
712	1440	29354	29182	20240704	1.0	145.1	70.41
196	15897	29354	40191	20240704	1.0	174.0	70.41
511	83966	29354	83868	20240704	4.0	581.57	281.63
593	53846	29354	72022	20240704	1.0	151.15	70.41
796	47765	29354	19137	20240704	4.0	554.11	281.63
822	59125	29354	41472	20240704	1.0	150.49	70.41
650	65232	29354	91203	20240704	1.0	145.39	70.41
593	52842	29354	78485	20240704	1.0	151.15	70.41
705	90415	29354	40232	20240705	2.0	290.78	140.82
508	47625	29354	15507	20240705	2.0	290.78	140.82
243	12407	29354	56898	20240705	1.0	151.15	70.41
892	22170	29354	84469	20240705	1.0	143.21	70.41
142	5368	29354	29883	20240705	8.0	1209.22	563.26
944	14963	29354	92429	20240705	1.0	133.98	70.41
705	18280	29354	57606	20240705	1.0	141.78	70.41
593	22050	29354	6700	20240705	1.0	151.15	70.41
593	22050	29354	6700	20240705	1.0	151.15	70.41
593	22050	29354	6700	20240705	4.0	604.61	281.63
593	22050	29354	6700	20240705	1.0	151.15	70.41
914	84553	29354	39980	20240705	1.0	151.15	70.41
914	84553	29354	15986	20240705	2.0	302.3	140.82
542	84597	29354	77150	20240707	1.0	141.0	70.41
856	1319	29354	1027	20240707	1.0	141.0	70.41
705	88979	29354	21334	20240707	1.0	145.39	70.41
951	73669	29354	70013	20240707	3.0	436.18	211.22
914	84553	29354	43274	20240707	1.0	149.64	70.41
460	10642	29354	3679	20240707	1.0	129.6	70.41
593	65787	29354	36874	20240707	1.0	142.98	70.41
914	39976	29354	49218	20240707	1.0	149.64	70.41
115	84167	29354	53622	20240708	1.0	150.0	70.41
944	10642	29354	60773	20240708	1.0	133.98	70.41
944	10642	29354	68432	20240708	1.0	133.98	70.41
196	10815	29354	11492	20240708	1.0	150.0	70.41
944	10642	29354	7451	20240708	1.0	133.98	70.41
115	90265	29354	45522	20240708	1.0	151.15	70.41
944	14963	29354	52437	20240708	1.0	133.98	70.41
944	14963	29354	42336	20240708	1.0	133.98	70.41
944	14963	29354	73324	20240708	5.0	669.9	352.04
414	92073	29354	42188	20240708	1.0	143.94	70.41
373	67594	29354	55255	20240708	1.0	145.39	70.41
511	66507	29354	9729	20240708	1.0	145.39	70.41
822	59125	29354	11935	20240708	1.0	150.49	70.41
804	28779	29354	18902	20240708	1.0	151.15	70.41
848	28171	29354	58641	20240708	8.0	1159.2	563.26
115	45064	29354	58033	20240709	2.0	302.3	140.82
944	10642	29354	66075	20240709	1.0	133.98	70.41
196	38464	29354	94795	20240709	3.0	439.85	211.22
892	33427	29354	36691	20240709	1.0	143.21	70.41
712	9155	29354	68583	20240709	1.0	151.15	70.41
903	30099	29354	10212	20240709	1.0	0.0	0.0
712	9155	29354	93595	20240709	1.0	151.15	70.41
944	14963	29354	74750	20240709	1.0	133.98	70.41
103	91456	29354	88939	20240709	1.0	149.64	70.41
196	84953	29354	94184	20240709	1.0	146.62	70.41
196	71172	29354	56806	20240710	1.0	146.65	70.41
944	10642	29354	41377	20240710	1.0	133.98	70.41
944	10642	29354	30748	20240710	1.0	133.98	70.41
822	59125	29354	15853	20240710	9.0	1354.43	633.67
927	23567	29354	62630	20240710	1.0	132.06	70.41
908	19505	29354	1558	20240710	3.0	448.92	211.22
414	18028	29354	79830	20240710	1.0	147.6	70.41
856	69867	29354	90406	20240710	5.0	726.96	352.04
848	1000	29354	66175	20240710	1.0	190.8	70.41
951	48878	29354	5472	20240710	2.0	290.78	140.82
196	7260	29354	65372	20240710	2.0	302.3	140.82
944	10642	29354	16087	20240711	4.0	535.92	281.63
944	10642	29354	29361	20240711	1.0	133.98	70.41
944	10642	29354	93375	20240711	3.0	401.94	211.22
856	58785	29354	75681	20240711	1.0	145.39	70.41
115	45064	29354	56886	20240711	1.0	151.15	70.41
585	84168	29354	22906	20240711	1.0	149.64	70.41
320	94294	29354	17495	20240711	1.0	145.39	70.41
196	55579	29354	25485	20240711	1.0	151.15	70.41
373	46803	29354	73694	20240712	5.0	712.42	352.04
196	10815	29354	6073	20240712	1.0	0.0	0.0
944	14963	29354	13578	20240712	2.0	267.96	140.82
373	65264	29354	71846	20240712	1.0	145.39	70.41
373	27459	29354	44533	20240712	2.0	290.78	140.82
944	10642	29354	91042	20240712	1.0	133.98	70.41
944	10642	29354	12085	20240712	1.0	133.98	70.41
373	15600	29354	69598	20240712	1.0	147.6	70.41
944	10642	29354	11571	20240712	1.0	133.98	70.41
593	87526	29354	95622	20240712	1.0	151.15	70.41
196	18720	29354	94820	20240712	1.0	151.15	70.41
593	70189	29354	28801	20240714	1.0	151.15	70.41
382	40540	29354	14199	20240714	1.0	146.28	70.41
944	14963	29354	71014	20240714	1.0	133.98	70.41
373	19055	29354	34577	20240714	1.0	145.39	70.41
511	17006	29354	67624	20240714	1.0	154.8	70.41
115	45064	29354	24931	20240715	1.0	151.15	70.41
951	19795	29354	30061	20240715	3.0	436.18	211.22
944	14963	29354	80934	20240715	1.0	133.98	70.41
650	20970	29354	89272	20240715	1.0	143.21	70.41
944	10642	29354	7240	20240715	6.0	803.88	422.45
650	10691	29354	30404	20240715	1.0	143.21	70.41
944	14963	29354	73553	20240715	1.0	133.98	70.41
944	14963	29354	261	20240715	1.0	133.98	70.41
196	7260	29354	89640	20240715	1.0	151.15	70.41
511	47957	29354	59186	20240715	1.0	145.39	70.41
593	65787	29354	23598	20240715	1.0	142.98	70.41
142	95839	29354	91834	20240715	1.0	148.13	70.41
196	7260	29354	60675	20240715	1.0	151.15	70.41
903	4934	29354	17045	20240715	1.0	151.15	70.41
944	10642	29354	35174	20240716	2.0	267.96	140.82
142	11324	29354	97256	20240716	1.0	151.15	70.41
593	74515	29354	82135	20240716	1.0	151.15	70.41
373	15521	29354	40382	20240716	3.0	431.96	211.22
196	27871	29354	81564	20240716	1.0	151.15	70.41
196	1585	29354	58998	20240716	1.0	142.8	70.41
903	47835	29354	52539	20240716	1.0	151.15	70.41
127	19555	29354	89831	20240716	1.0	151.15	70.41
705	89623	29354	69284	20240716	1.0	145.39	70.41
196	10923	29354	15801	20240716	1.0	150.0	70.41
414	92073	29354	50435	20240716	2.0	287.88	140.82
142	95839	29354	31078	20240716	1.0	148.13	70.41
511	72174	29354	84905	20240717	1.0	147.6	70.41
508	67285	29354	3519	20240717	1.0	145.39	70.41
848	83072	29354	38168	20240717	1.0	141.26	70.41
944	10642	29354	43900	20240717	1.0	133.98	70.41
944	10642	29354	75897	20240717	1.0	133.98	70.41
903	14993	29354	77473	20240717	1.0	151.15	70.41
103	15807	29354	75586	20240717	2.0	302.3	140.82
593	74515	29354	37284	20240717	1.0	0.0	0.0
142	41128	29354	41326	20240717	1.0	151.15	70.41
944	14963	29354	64583	20240717	2.0	267.96	140.82
922	15323	29354	93303	20240717	1.0	166.8	70.41
243	78246	29354	63158	20240717	1.0	138.14	70.41
511	89975	29354	15913	20240717	1.0	145.39	70.41
409	51909	29354	12503	20240717	1.0	132.83	70.41
903	71707	29354	22662	20240717	1.0	151.15	70.41
474	92906	29354	45936	20240717	1.0	151.15	70.41
243	78246	29354	44070	20240717	1.0	138.14	70.41
196	28053	29354	48457	20240717	2.0	302.3	140.82
848	46703	29354	39848	20240717	1.0	142.99	70.41
848	33570	29354	21178	20240717	1.0	146.36	70.41
142	41128	29354	15066	20240717	1.0	151.15	70.41
243	46274	29354	39468	20240717	1.0	151.15	70.41
763	13178	29354	62767	20240717	1.0	143.94	70.41
196	55579	29354	51458	20240717	1.0	151.15	70.41
115	98739	29354	83333	20240718	1.0	150.0	70.41
903	78858	29354	38606	20240718	1.0	151.15	70.41
115	90265	29354	34047	20240718	2.0	302.3	140.82
508	77806	29354	61520	20240718	1.0	145.39	70.41
373	17872	29354	53378	20240718	1.0	143.94	70.41
924	88223	29354	72035	20240718	1.0	120.01	70.41
196	7260	29354	43014	20240718	1.0	151.15	70.41
115	45064	29354	57774	20240719	2.0	302.3	140.82
320	23866	29354	57869	20240719	1.0	145.39	70.41
118	69278	29354	3801	20240719	1.0	147.6	70.41
196	99225	29354	23462	20240719	1.0	142.8	70.41
373	96819	29354	21217	20240721	1.0	145.39	70.41
650	30883	29354	69013	20240721	1.0	147.6	70.41
804	10106	29354	46229	20240722	1.0	151.15	70.41
593	65787	29354	37803	20240722	1.0	142.98	70.41
115	85583	29354	73142	20240722	1.0	151.15	70.41
951	32946	29354	59546	20240722	1.0	145.39	70.41
922	90188	29354	42797	20240722	1.0	145.39	70.41
848	96547	29354	21134	20240722	1.0	145.91	70.41
650	10691	29354	60232	20240722	1.0	143.21	70.41
903	6393	29354	38253	20240722	1.0	151.15	70.41
373	95266	29354	67610	20240722	1.0	145.39	70.41
856	58785	29354	24629	20240722	1.0	145.39	70.41
848	88865	29354	74863	20240722	1.0	152.23	70.41
705	63676	29354	85376	20240722	1.0	145.39	70.41
914	39976	29354	95315	20240722	5.0	748.2	352.04
103	34578	29354	53618	20240722	1.0	151.15	70.41
511	17006	29354	27832	20240722	1.0	154.8	70.41
508	9968	29354	40191	20240722	1.0	154.98	70.41
903	26295	29354	38113	20240722	1.0	151.15	70.41
196	86910	29354	47548	20240722	1.0	151.15	70.41
593	52642	29354	22946	20240722	3.0	453.46	211.22
903	26295	29354	26870	20240722	1.0	151.15	70.41
848	28171	29354	22518	20240722	9.0	1304.1	633.67
903	78268	29354	50346	20240722	3.0	453.46	211.22
115	45064	29354	20833	20240723	2.0	302.3	140.82
196	13760	29354	68772	20240723	2.0	302.3	140.82
511	31474	29354	33087	20240723	1.0	145.39	70.41
712	42899	29354	52416	20240723	1.0	171.6	70.41
705	12740	29354	46111	20240723	1.0	145.39	70.41
848	25608	29354	35617	20240723	1.0	147.85	70.41
196	99225	29354	65242	20240723	1.0	142.8	70.41
409	51909	29354	30234	20240723	1.0	132.83	70.41
29	55245	29354	54757	20240723	1.0	149.64	70.41
196	25042	29354	12709	20240723	1.0	151.15	70.41
373	7006	29354	14783	20240723	1.0	143.94	70.41
373	47358	29354	60777	20240723	1.0	145.39	70.41
243	4741	29354	1230	20240723	1.0	151.15	70.41
650	93731	29354	67542	20240723	1.0	145.39	70.41
373	57766	29354	13176	20240723	1.0	145.39	70.41
511	11375	29354	40182	20240723	1.0	145.39	70.41
414	92073	29354	884	20240723	1.0	143.94	70.41
511	72500	29354	12673	20240723	1.0	145.39	70.41
804	90144	29354	19221	20240723	1.0	151.15	70.41
511	90265	29354	16992	20240723	1.0	154.8	70.41
593	74515	29354	44626	20240723	2.0	302.3	140.82
903	95818	29354	71702	20240723	5.0	686.76	352.04
196	88449	29354	71438	20240723	1.0	142.16	70.41
196	10923	29354	85083	20240724	1.0	151.15	70.41
712	42899	29354	18641	20240724	6.0	998.71	422.45
115	85100	29354	64727	20240724	1.0	150.6	70.41
903	95818	29354	22166	20240724	5.0	686.76	352.04
